,country,date,avg_max_temp,avg_min_temp,avg_temp,alpha-3,region
15114,Sweden,2023-01-18,2.5,0.1,1.6,SWE,Europe
15115,Netherlands Antilles,2023-08-16,29.1,27.1,28.1,,
15116,Sweden,2023-08-31,18.3,10.5,14.0,SWE,Europe
15117,Switzerland,2023-07-23,27.3,12.4,20.1,CHE,Europe
15118,Switzerland,2023-06-01,22.3,9.2,16.2,CHE,Europe
15119,Netherlands Antilles,2023-05-14,26.6,25.6,26.3,,
15120,Netherlands Antilles,2023-02-19,26.1,25.2,25.6,,
15121,Norway,2023-07-14,10.8,7.9,9.2,NOR,Europe
15122,Netherlands Antilles,2023-01-22,25.8,24.3,24.8,,
15123,United Kingdom of Great Britain and Northern Ireland,2022-10-22,17.8,12.3,15.1,GBR,Europe
15124,Netherlands Antilles,2023-05-11,27.2,26.2,26.6,,
15125,Netherlands Antilles,2023-08-08,28.4,26.6,27.2,,
15126,United Kingdom of Great Britain and Northern Ireland,2023-01-30,7.9,2.6,6.1,GBR,Europe
15127,Netherlands Antilles,2023-08-07,28.8,26.6,27.7,,
15128,Sweden,2023-02-26,0.2,-3.7,-2.0,SWE,Europe
15129,Sweden,2023-04-10,6.8,-0.4,2.5,SWE,Europe
15130,Sweden,2022-10-03,12.3,7.7,9.9,SWE,Europe
15131,Sweden,2023-08-02,20.7,14.5,17.4,SWE,Europe
15132,Romania,2023-02-14,9.4,-1.0,3.2,ROU,Europe
15133,Netherlands Antilles,2023-02-07,25.3,23.4,24.6,,
15134,Netherlands Antilles,2022-11-19,27.4,25.9,26.4,,
15135,Netherlands Antilles,2023-09-04,29.3,28.7,29.0,,
15136,Romania,2023-09-13,32.6,17.8,25.4,ROU,Europe
15137,Sweden,2022-10-31,13.1,5.5,9.1,SWE,Europe
15138,Sweden,2023-06-06,21.3,10.3,15.7,SWE,Europe
15139,Switzerland,2022-11-13,15.6,3.1,7.6,CHE,Europe
15140,Romania,2022-10-24,23.2,10.2,16.1,ROU,Europe
15141,Switzerland,2023-07-26,18.5,8.9,13.9,CHE,Europe
15142,Romania,2023-08-31,30.4,18.7,24.1,ROU,Europe
15143,United Kingdom of Great Britain and Northern Ireland,2023-08-05,18.0,11.9,14.4,GBR,Europe
15144,United Kingdom of Great Britain and Northern Ireland,2023-02-09,9.0,0.3,4.2,GBR,Europe
15145,Sweden,2022-09-16,12.1,8.9,10.3,SWE,Europe
15146,Switzerland,2023-08-22,33.8,17.5,25.8,CHE,Europe
15147,Romania,2022-11-09,18.3,9.7,13.3,ROU,Europe
15148,Sweden,2023-09-02,18.0,10.1,13.7,SWE,Europe
15149,Sweden,2023-01-09,3.4,2.0,2.9,SWE,Europe
15150,Norway,2023-08-07,7.8,5.9,6.9,NOR,Europe
15151,United Kingdom of Great Britain and Northern Ireland,2022-12-20,12.5,6.5,10.4,GBR,Europe
15152,Netherlands Antilles,2023-04-25,25.6,24.7,25.2,,
15153,Switzerland,2023-07-15,31.5,15.0,23.0,CHE,Europe
15154,Sweden,2022-12-15,-9.0,-13.6,-11.6,SWE,Europe
15155,Netherlands Antilles,2023-07-07,28.5,26.9,27.9,,
15156,Switzerland,2023-05-16,10.2,6.1,8.8,CHE,Europe
15157,Netherlands Antilles,2023-04-04,25.6,24.2,25.2,,
15158,Switzerland,2023-08-03,22.5,13.6,18.2,CHE,Europe
15159,United Kingdom of Great Britain and Northern Ireland,2023-01-09,8.4,5.6,6.8,GBR,Europe
15160,Netherlands Antilles,2023-05-14,27.5,26.0,26.9,,
15161,United Kingdom of Great Britain and Northern Ireland,2023-06-12,27.8,17.6,22.0,GBR,Europe
15162,Romania,2022-10-10,20.9,13.5,16.4,ROU,Europe
15163,United Kingdom of Great Britain and Northern Ireland,2022-12-21,9.2,6.0,7.4,GBR,Europe
15164,Norway,2023-06-19,4.2,2.0,3.2,NOR,Europe
15165,Norway,2023-07-21,8.3,5.8,7.4,NOR,Europe
15166,Netherlands Antilles,2023-05-11,27.4,26.6,27.0,,
15167,Netherlands Antilles,2022-11-22,27.3,26.8,27.0,,
15168,Switzerland,2023-05-25,20.1,7.7,13.2,CHE,Europe
15169,United Kingdom of Great Britain and Northern Ireland,2023-09-07,30.2,20.1,24.5,GBR,Europe
15170,United Kingdom of Great Britain and Northern Ireland,2023-04-11,12.8,5.9,9.0,GBR,Europe
15171,Romania,2022-12-30,11.2,1.9,5.6,ROU,Europe
15172,Netherlands Antilles,2023-04-24,25.8,23.8,25.1,,
15173,Romania,2023-06-09,26.0,15.8,20.7,ROU,Europe
15174,United Kingdom of Great Britain and Northern Ireland,2023-09-09,31.6,21.8,25.8,GBR,Europe
15175,Switzerland,2023-05-07,17.3,8.3,12.6,CHE,Europe
15176,Sweden,2023-05-30,18.8,8.4,13.4,SWE,Europe
15177,Romania,2022-11-16,15.2,4.8,9.5,ROU,Europe
15178,Netherlands Antilles,2023-05-07,27.3,26.4,26.8,,
15179,Netherlands Antilles,2023-06-01,27.8,26.2,27.2,,
15180,United Kingdom of Great Britain and Northern Ireland,2022-09-21,20.0,13.1,16.7,GBR,Europe
15181,Switzerland,2022-10-24,14.1,8.6,11.7,CHE,Europe
15182,Netherlands Antilles,2023-04-06,25.3,22.3,23.8,,
15183,Netherlands Antilles,2022-10-25,28.6,27.3,28.0,,
15184,Switzerland,2023-05-30,21.7,8.7,15.1,CHE,Europe
15185,United Kingdom of Great Britain and Northern Ireland,2022-12-23,13.0,8.9,10.8,GBR,Europe
15186,United Kingdom of Great Britain and Northern Ireland,2022-10-09,16.4,8.1,12.3,GBR,Europe
15187,Sweden,2023-06-26,24.3,14.2,19.0,SWE,Europe
15188,Switzerland,2023-03-04,8.3,-2.6,2.0,CHE,Europe
15189,Netherlands Antilles,2022-11-27,28.3,26.3,27.2,,
15190,Romania,2022-12-08,9.2,6.1,7.2,ROU,Europe
15191,Romania,2023-07-19,37.0,22.4,29.8,ROU,Europe
15192,Romania,2023-05-21,23.9,14.7,18.6,ROU,Europe
15193,Romania,2023-02-12,6.1,-0.9,1.9,ROU,Europe
15194,Sweden,2023-08-05,20.1,12.2,16.5,SWE,Europe
15195,United Kingdom of Great Britain and Northern Ireland,2022-11-05,13.4,5.7,9.8,GBR,Europe
15196,Romania,2023-01-06,13.2,5.7,9.7,ROU,Europe
15197,Netherlands Antilles,2023-01-06,25.8,24.4,25.0,,
15198,Sweden,2023-03-03,6.6,0.7,3.0,SWE,Europe
15199,Romania,2023-06-03,21.4,15.7,18.0,ROU,Europe
15200,United Kingdom of Great Britain and Northern Ireland,2023-01-29,8.4,3.4,5.8,GBR,Europe
15201,Switzerland,2023-08-19,32.8,15.8,24.1,CHE,Europe
15202,Switzerland,2022-10-01,11.5,3.0,8.4,CHE,Europe
15203,United Kingdom of Great Britain and Northern Ireland,2023-06-13,27.2,15.5,21.0,GBR,Europe
15204,Switzerland,2023-03-05,9.7,-2.7,1.7,CHE,Europe
15205,Netherlands Antilles,2022-11-17,27.7,27.3,27.5,,
15206,Netherlands Antilles,2023-04-26,29.2,25.6,26.8,,
15207,Sweden,2023-02-06,1.1,-3.1,-1.6,SWE,Europe
15208,Sweden,2023-08-11,18.3,10.8,14.7,SWE,Europe
15209,Netherlands Antilles,2023-07-09,28.5,27.2,27.5,,
15210,Netherlands Antilles,2023-08-27,29.6,28.6,29.0,,
15211,Romania,2023-09-07,29.2,17.4,23.6,ROU,Europe
15212,Netherlands Antilles,2023-05-20,27.3,25.6,26.6,,
15213,Netherlands Antilles,2023-03-24,26.4,25.4,25.8,,
15214,Netherlands Antilles,2023-04-19,25.8,24.3,24.9,,
15215,United Kingdom of Great Britain and Northern Ireland,2023-04-26,12.0,4.7,8.3,GBR,Europe
15216,Sweden,2023-05-31,20.0,10.2,15.3,SWE,Europe
15217,United Kingdom of Great Britain and Northern Ireland,2023-06-02,18.0,8.1,13.0,GBR,Europe
15218,Sweden,2022-12-31,7.0,3.2,5.4,SWE,Europe
15219,Netherlands Antilles,2023-04-30,28.0,26.7,27.0,,
15220,Switzerland,2022-12-02,4.0,-1.3,0.9,CHE,Europe
15221,Netherlands Antilles,2023-04-15,25.9,24.3,25.3,,
15222,Sweden,2023-01-16,3.7,-0.2,2.1,SWE,Europe
15223,Netherlands Antilles,2022-10-07,27.9,25.6,27.0,,
15224,Netherlands Antilles,2022-12-28,26.4,24.3,25.5,,
15225,Netherlands Antilles,2023-07-10,29.1,28.0,28.6,,
15226,Sweden,2022-10-21,8.1,4.4,6.2,SWE,Europe
15227,Romania,2022-10-11,18.3,13.0,15.6,ROU,Europe
15228,Switzerland,2023-05-13,13.7,6.2,10.0,CHE,Europe
15229,Romania,2023-08-11,29.3,16.7,22.9,ROU,Europe
15230,Netherlands Antilles,2023-07-07,28.7,27.2,27.5,,
15231,Netherlands Antilles,2022-09-25,29.1,27.7,28.8,,
15232,Switzerland,2023-06-19,28.3,13.0,21.0,CHE,Europe
15233,United Kingdom of Great Britain and Northern Ireland,2023-08-11,24.4,17.6,20.5,GBR,Europe
15234,Switzerland,2023-08-26,23.0,12.8,17.2,CHE,Europe
15235,Switzerland,2022-10-27,20.8,9.3,13.9,CHE,Europe
15236,Romania,2023-01-22,12.0,4.9,8.0,ROU,Europe
15237,Switzerland,2022-10-09,16.5,6.3,10.7,CHE,Europe
15238,Netherlands Antilles,2022-11-26,26.9,25.5,26.2,,
15239,Switzerland,2022-10-03,16.7,7.8,12.3,CHE,Europe
15240,United Kingdom of Great Britain and Northern Ireland,2022-11-06,13.7,10.3,12.7,GBR,Europe
15241,Sweden,2023-02-05,-0.6,-7.0,-3.3,SWE,Europe
15242,Sweden,2023-06-19,19.7,13.5,16.2,SWE,Europe
15243,Switzerland,2023-07-11,34.6,16.4,25.4,CHE,Europe
15244,Switzerland,2023-04-09,13.6,-1.2,5.9,CHE,Europe
15245,Sweden,2022-09-19,12.3,8.3,10.0,SWE,Europe
15246,United Kingdom of Great Britain and Northern Ireland,2022-12-09,3.7,-2.2,0.2,GBR,Europe
15247,Sweden,2022-10-15,12.9,8.3,10.5,SWE,Europe
15248,Netherlands Antilles,2023-03-07,26.6,25.3,25.8,,
15249,United Kingdom of Great Britain and Northern Ireland,2023-07-10,23.9,14.1,19.3,GBR,Europe
15250,Norway,2023-07-04,11.4,7.2,9.4,NOR,Europe
15251,United Kingdom of Great Britain and Northern Ireland,2023-06-28,24.1,17.0,20.6,GBR,Europe
15252,United Kingdom of Great Britain and Northern Ireland,2023-02-05,8.6,1.5,5.9,GBR,Europe
15253,Netherlands Antilles,2022-10-02,29.5,28.8,29.1,,
15254,Norway,2023-08-21,6.8,4.6,5.9,NOR,Europe
15255,Netherlands Antilles,2023-05-31,27.9,26.4,27.5,,
15256,Netherlands Antilles,2023-05-19,27.6,25.9,26.9,,
15257,Netherlands Antilles,2022-10-28,28.5,26.8,27.6,,
15258,Sweden,2023-04-04,4.5,-3.8,0.0,SWE,Europe
15259,United Kingdom of Great Britain and Northern Ireland,2022-12-29,9.5,6.6,8.1,GBR,Europe
15260,Netherlands Antilles,2023-07-22,28.4,27.6,27.9,,
15261,Netherlands Antilles,2022-11-09,27.7,25.9,27.1,,
15262,Norway,2023-08-18,6.1,3.0,4.2,NOR,Europe
15263,Romania,2023-07-11,33.5,20.7,27.1,ROU,Europe
15264,Netherlands Antilles,2023-08-27,29.2,28.6,28.8,,
15265,United Kingdom of Great Britain and Northern Ireland,2023-03-26,8.8,5.3,7.4,GBR,Europe
15266,Norway,2023-09-04,7.0,4.7,5.9,NOR,Europe
15267,Romania,2023-03-01,6.0,3.8,4.6,ROU,Europe
15268,Sweden,2023-02-13,5.7,0.6,2.6,SWE,Europe
15269,Sweden,2023-05-28,19.6,10.9,14.6,SWE,Europe
15270,Netherlands Antilles,2023-02-23,26.3,25.1,25.6,,
15271,Romania,2023-01-24,3.7,1.0,2.7,ROU,Europe
15272,Sweden,2023-03-28,-0.1,-5.7,-3.5,SWE,Europe
15273,Sweden,2023-01-31,2.4,-1.5,-0.2,SWE,Europe
15274,United Kingdom of Great Britain and Northern Ireland,2022-10-10,17.2,9.2,13.1,GBR,Europe
15275,Netherlands Antilles,2023-05-30,27.7,25.7,26.8,,
15276,Switzerland,2023-05-24,15.3,9.3,12.4,CHE,Europe
15277,Romania,2023-02-09,1.7,-5.1,-2.4,ROU,Europe
15278,Switzerland,2023-02-20,13.6,1.0,6.5,CHE,Europe
15279,Switzerland,2023-07-08,28.0,15.7,22.0,CHE,Europe
15280,Netherlands Antilles,2023-03-28,27.1,24.7,25.4,,
15281,Netherlands Antilles,2023-05-16,27.4,25.5,26.7,,
15282,United Kingdom of Great Britain and Northern Ireland,2022-09-22,19.9,11.6,16.3,GBR,Europe
15283,Sweden,2022-11-14,9.5,6.6,8.3,SWE,Europe
15284,Sweden,2023-04-17,11.3,0.4,5.5,SWE,Europe
15285,Romania,2022-12-28,9.8,1.8,5.3,ROU,Europe
15286,Netherlands Antilles,2023-06-06,29.0,27.8,28.2,,
15287,United Kingdom of Great Britain and Northern Ireland,2022-12-24,9.9,7.1,8.7,GBR,Europe
15288,Switzerland,2023-01-05,8.7,4.4,5.9,CHE,Europe
15289,Sweden,2022-11-26,2.8,1.4,2.0,SWE,Europe
15290,Romania,2023-06-12,22.0,16.3,18.8,ROU,Europe
15291,United Kingdom of Great Britain and Northern Ireland,2023-05-25,19.2,8.5,14.0,GBR,Europe
15292,Switzerland,2023-01-13,6.6,2.2,4.4,CHE,Europe
15293,United Kingdom of Great Britain and Northern Ireland,2023-03-27,9.6,1.7,5.7,GBR,Europe
15294,Switzerland,2023-02-25,7.0,1.2,4.7,CHE,Europe
15295,Switzerland,2023-09-05,27.9,12.3,18.7,CHE,Europe
15296,Netherlands Antilles,2023-02-19,25.0,23.4,24.4,,
15297,Switzerland,2023-08-07,18.0,7.5,12.2,CHE,Europe
15298,Netherlands Antilles,2023-02-22,25.3,23.3,24.6,,
15299,Romania,2023-06-02,26.8,14.9,21.0,ROU,Europe
15300,United Kingdom of Great Britain and Northern Ireland,2023-07-05,20.9,9.6,15.9,GBR,Europe
15301,Sweden,2023-04-03,4.1,-4.7,-1.2,SWE,Europe
15302,Netherlands Antilles,2023-08-28,29.5,28.8,29.1,,
15303,Netherlands Antilles,2022-12-21,26.4,24.7,25.8,,
15304,Switzerland,2022-09-24,15.6,9.4,11.5,CHE,Europe
15305,United Kingdom of Great Britain and Northern Ireland,2023-02-20,12.8,7.5,10.0,GBR,Europe
15306,Romania,2023-07-18,37.5,24.4,30.9,ROU,Europe
15307,Netherlands Antilles,2023-03-05,26.2,25.6,25.8,,
15308,Romania,2023-06-13,19.3,12.4,16.3,ROU,Europe
15309,United Kingdom of Great Britain and Northern Ireland,2023-05-10,15.7,8.6,11.9,GBR,Europe
15310,United Kingdom of Great Britain and Northern Ireland,2022-11-15,12.6,9.6,11.0,GBR,Europe
15311,Netherlands Antilles,2022-12-22,26.6,25.9,26.2,,
15312,Ireland,2023-02-07,9.3,7.4,8.0,IRL,Europe
15313,Ireland,2022-10-16,14.0,8.6,11.8,IRL,Europe
15314,Ireland,2023-04-14,10.3,5.8,8.0,IRL,Europe
15315,Ireland,2022-12-10,4.3,0.2,1.8,IRL,Europe
15316,Ireland,2022-10-17,15.9,11.5,13.5,IRL,Europe
15317,Ireland,2023-02-22,8.7,4.3,6.0,IRL,Europe
15318,Ireland,2023-06-29,18.0,11.4,14.8,IRL,Europe
15319,Ireland,2022-09-21,17.7,13.1,15.2,IRL,Europe
15320,Ireland,2022-12-15,3.4,-0.3,1.5,IRL,Europe
15321,Ireland,2022-12-04,7.4,6.3,7.0,IRL,Europe
15322,Ireland,2023-08-08,17.2,13.3,15.0,IRL,Europe
15323,Ireland,2023-02-20,12.8,8.8,10.2,IRL,Europe
15324,Ireland,2022-09-30,16.6,11.6,13.5,IRL,Europe
15325,Ireland,2023-01-17,4.9,-0.2,1.5,IRL,Europe
15326,Ireland,2023-03-30,11.8,8.7,10.4,IRL,Europe
15327,Ireland,2023-06-17,17.0,15.0,15.9,IRL,Europe
15328,Ireland,2023-06-07,15.5,11.3,13.3,IRL,Europe
15329,Ireland,2023-04-22,11.7,7.2,9.3,IRL,Europe
15330,Ireland,2023-07-13,17.7,12.4,15.1,IRL,Europe
15331,Ireland,2023-06-24,19.9,15.5,18.1,IRL,Europe
15332,Ireland,2023-04-01,10.5,8.3,9.2,IRL,Europe
15333,Ireland,2022-11-24,11.1,7.4,9.6,IRL,Europe
15334,Ireland,2023-01-30,8.5,4.6,6.4,IRL,Europe
15335,Ireland,2022-10-03,16.9,12.6,15.1,IRL,Europe
15336,Ireland,2023-03-12,11.1,6.1,9.1,IRL,Europe
15337,Ireland,2023-07-24,17.1,12.4,14.6,IRL,Europe
15338,Ireland,2023-05-14,12.7,9.3,11.0,IRL,Europe
15339,Ireland,2022-11-25,10.8,7.2,9.3,IRL,Europe
15340,Ireland,2023-03-23,11.1,7.6,9.1,IRL,Europe
15341,Ireland,2023-04-08,11.1,6.9,9.2,IRL,Europe
15342,Ireland,2023-05-21,15.7,10.4,13.0,IRL,Europe
15343,Ireland,2023-03-03,7.8,3.5,5.7,IRL,Europe
15344,Ireland,2023-08-11,18.3,14.5,16.4,IRL,Europe
15345,Ireland,2023-02-12,9.8,7.0,8.7,IRL,Europe
15346,Ireland,2023-02-05,8.7,3.8,6.0,IRL,Europe
15347,Ireland,2023-02-19,11.8,6.3,9.0,IRL,Europe
15348,Ireland,2022-11-13,15.1,11.6,13.7,IRL,Europe
15349,Ireland,2022-11-05,13.8,11.2,12.4,IRL,Europe
15350,Ireland,2022-11-18,9.2,5.3,7.0,IRL,Europe
15351,Ireland,2022-10-25,15.2,11.7,13.7,IRL,Europe
15352,Ireland,2023-08-04,16.7,11.1,13.8,IRL,Europe
15353,Ireland,2023-06-16,18.9,13.1,15.9,IRL,Europe
15354,Ireland,2023-03-28,11.0,8.0,9.5,IRL,Europe
15355,Ireland,2023-03-04,7.8,1.3,4.6,IRL,Europe
15356,Ireland,2023-06-08,16.9,12.1,14.0,IRL,Europe
15357,Ireland,2023-07-08,18.3,13.2,16.4,IRL,Europe
15358,Ireland,2022-12-07,5.7,2.2,4.4,IRL,Europe
15359,Ireland,2023-01-23,9.8,9.2,9.5,IRL,Europe
15360,Ireland,2023-05-01,15.7,8.0,11.9,IRL,Europe
15361,Ireland,2023-08-10,18.7,15.9,17.0,IRL,Europe
15362,Ireland,2023-07-05,16.6,10.3,13.9,IRL,Europe
15363,Ireland,2023-08-18,18.7,15.8,16.8,IRL,Europe
15364,Ireland,2023-04-03,9.8,6.5,7.9,IRL,Europe
15365,Ireland,2023-08-09,20.2,14.3,17.1,IRL,Europe
15366,Ireland,2023-05-24,17.3,9.6,13.4,IRL,Europe
15367,Ireland,2022-12-31,11.2,8.0,9.3,IRL,Europe
15368,Ireland,2023-05-25,15.9,11.1,13.0,IRL,Europe
15369,Ireland,2023-05-15,12.6,6.1,9.9,IRL,Europe
15370,Ireland,2023-07-23,17.4,14.6,15.9,IRL,Europe
15371,Ireland,2022-10-05,16.0,11.1,13.4,IRL,Europe
15372,Ireland,2023-07-03,17.2,11.0,14.0,IRL,Europe
15373,Ireland,2022-11-11,14.9,14.0,14.3,IRL,Europe
15374,Ireland,2022-10-23,14.8,11.7,13.5,IRL,Europe
15375,Ireland,2023-04-02,10.5,5.6,7.8,IRL,Europe
15376,Ireland,2023-09-04,20.2,13.0,16.7,IRL,Europe
15377,Ireland,2022-10-14,13.6,10.4,11.8,IRL,Europe
15378,Ireland,2023-04-29,14.1,9.8,12.0,IRL,Europe
15379,Ireland,2023-04-27,10.9,8.1,9.7,IRL,Europe
15380,Ireland,2023-08-03,17.3,13.3,15.4,IRL,Europe
15381,Ireland,2023-05-03,11.8,9.3,10.5,IRL,Europe
15382,Ireland,2023-07-02,16.7,11.5,14.4,IRL,Europe
15383,Ireland,2023-07-29,18.6,12.5,15.6,IRL,Europe
15384,Ireland,2023-07-28,17.7,13.6,15.8,IRL,Europe
15385,Ireland,2023-05-27,17.3,9.9,14.1,IRL,Europe
15386,Ireland,2023-07-22,17.1,13.2,15.5,IRL,Europe
15387,Ireland,2023-09-08,21.3,16.3,18.5,IRL,Europe
15388,Ireland,2023-02-28,8.7,6.0,7.2,IRL,Europe
15389,Ireland,2023-06-03,17.9,10.8,13.9,IRL,Europe
15390,Ireland,2023-06-30,17.4,12.9,15.3,IRL,Europe
15391,Ireland,2022-12-05,8.5,6.9,7.7,IRL,Europe
15392,Ireland,2023-08-16,18.0,12.6,15.6,IRL,Europe
15393,Ireland,2023-06-14,18.3,13.7,16.4,IRL,Europe
15394,Ireland,2022-11-10,15.1,13.7,14.6,IRL,Europe
15395,Ireland,2023-09-05,19.8,16.0,17.6,IRL,Europe
15396,Ireland,2023-08-17,18.5,14.0,16.5,IRL,Europe
15397,Ireland,2022-09-22,16.6,14.7,15.4,IRL,Europe
15398,Ireland,2022-12-20,9.4,6.7,8.3,IRL,Europe
15399,Ireland,2022-09-15,15.2,10.9,12.9,IRL,Europe
15400,Ireland,2023-06-11,18.8,13.3,16.3,IRL,Europe
15401,Ireland,2022-11-27,11.1,8.4,10.0,IRL,Europe
15402,Ireland,2023-01-09,7.9,5.6,6.6,IRL,Europe
15403,Sweden,2023-01-01,2.4,-2.2,0.2,SWE,Europe
15404,Switzerland,2023-03-30,14.7,5.5,9.2,CHE,Europe
15405,Romania,2022-11-13,15.7,6.0,10.0,ROU,Europe
15406,Romania,2023-09-06,29.3,17.2,22.9,ROU,Europe
15407,Switzerland,2023-01-29,0.4,-7.8,-4.4,CHE,Europe
15408,Switzerland,2023-07-12,24.9,15.8,20.9,CHE,Europe
15409,Switzerland,2023-07-03,22.6,11.9,17.3,CHE,Europe
15410,Switzerland,2023-04-15,8.5,1.2,5.1,CHE,Europe
15411,United Kingdom of Great Britain and Northern Ireland,2023-01-11,10.7,6.6,8.6,GBR,Europe
15412,Netherlands Antilles,2023-03-01,26.4,25.5,25.9,,
15413,Sweden,2022-11-21,2.1,0.1,0.8,SWE,Europe
15414,Netherlands Antilles,2023-09-02,29.4,28.4,28.9,,
15415,Switzerland,2022-11-01,14.8,7.4,10.9,CHE,Europe
15416,Netherlands Antilles,2022-10-26,28.2,25.7,26.6,,
15417,Switzerland,2023-01-17,0.8,-6.1,-2.2,CHE,Europe
15418,Romania,2022-10-07,22.9,10.5,16.5,ROU,Europe
15419,Netherlands Antilles,2023-01-20,26.6,26.1,26.4,,
15420,Sweden,2023-06-25,24.9,14.1,19.5,SWE,Europe
15421,Switzerland,2023-05-12,14.3,6.3,9.9,CHE,Europe
15422,Romania,2023-02-05,2.2,-4.6,-0.4,ROU,Europe
15423,Netherlands Antilles,2022-12-08,26.0,24.5,25.3,,
15424,United Kingdom of Great Britain and Northern Ireland,2022-12-05,7.2,5.7,6.4,GBR,Europe
15425,Sweden,2023-04-19,10.3,0.2,5.5,SWE,Europe
15426,Netherlands Antilles,2022-10-10,28.6,27.2,28.0,,
15427,Netherlands Antilles,2022-12-09,28.6,26.0,26.7,,
15428,Netherlands Antilles,2022-10-04,28.0,26.3,26.9,,
15429,Netherlands Antilles,2023-07-02,28.1,27.2,27.6,,
15430,Sweden,2022-10-14,12.1,8.5,10.1,SWE,Europe
15431,Romania,2023-08-30,31.3,19.5,24.5,ROU,Europe
15432,Netherlands Antilles,2023-01-31,26.5,25.8,26.2,,
15433,Sweden,2023-01-13,3.9,2.2,3.3,SWE,Europe
15434,Netherlands Antilles,2023-04-02,26.5,25.7,26.0,,
15435,Netherlands Antilles,2022-11-21,28.0,27.4,27.8,,
15436,Switzerland,2022-10-17,22.9,8.2,14.6,CHE,Europe
15437,Switzerland,2023-06-21,29.9,15.5,22.3,CHE,Europe
15438,Netherlands Antilles,2023-01-11,25.8,24.2,25.2,,
15439,Switzerland,2022-10-18,21.3,10.2,14.8,CHE,Europe
15440,Netherlands Antilles,2023-05-30,29.0,27.1,27.5,,
15441,Netherlands Antilles,2022-10-29,28.0,26.2,27.2,,
15442,Romania,2023-05-06,18.2,11.3,15.0,ROU,Europe
15443,Sweden,2023-01-19,0.7,-1.0,-0.4,SWE,Europe
15444,Netherlands Antilles,2023-08-30,29.2,28.9,29.0,,
15445,Romania,2023-02-19,16.3,9.1,12.0,ROU,Europe
15446,United Kingdom of Great Britain and Northern Ireland,2023-04-09,14.9,6.2,10.2,GBR,Europe
15447,Netherlands Antilles,2023-01-05,26.1,24.1,25.1,,
15448,United Kingdom of Great Britain and Northern Ireland,2022-09-20,19.4,10.9,15.1,GBR,Europe
15449,Netherlands Antilles,2022-12-06,26.2,24.9,25.4,,
15450,Sweden,2023-09-13,15.9,11.0,13.3,SWE,Europe
15451,Sweden,2023-03-19,8.6,3.4,5.4,SWE,Europe
15452,Sweden,2022-12-28,2.1,-1.7,-0.3,SWE,Europe
15453,Switzerland,2023-02-06,3.7,-2.8,-0.4,CHE,Europe
15454,Switzerland,2023-08-13,28.3,14.5,21.8,CHE,Europe
15455,Switzerland,2022-09-27,11.0,6.8,8.1,CHE,Europe
15456,Switzerland,2023-04-19,11.4,4.8,7.8,CHE,Europe
15457,United Kingdom of Great Britain and Northern Ireland,2023-04-01,9.4,7.1,8.3,GBR,Europe
15458,Sweden,2022-12-30,5.7,2.8,4.5,SWE,Europe
15459,Romania,2023-07-07,30.9,19.8,24.8,ROU,Europe
15460,United Kingdom of Great Britain and Northern Ireland,2023-05-12,12.2,8.6,10.6,GBR,Europe
15461,Norway,2023-06-21,8.4,3.5,6.2,NOR,Europe
15462,Netherlands Antilles,2022-12-07,27.4,26.1,26.4,,
15463,Romania,2022-10-19,21.9,5.9,13.2,ROU,Europe
15464,Netherlands Antilles,2023-05-26,29.9,27.3,27.9,,
15465,Switzerland,2023-08-29,13.4,6.9,10.0,CHE,Europe
15466,Netherlands Antilles,2022-12-19,26.1,24.6,25.4,,
15467,United Kingdom of Great Britain and Northern Ireland,2023-08-17,23.7,16.1,19.3,GBR,Europe
15468,Netherlands Antilles,2023-04-07,25.5,23.6,25.0,,
15469,Netherlands Antilles,2022-10-24,28.3,26.2,27.3,,
15470,Sweden,2023-07-02,17.8,12.5,16.0,SWE,Europe
15471,Romania,2023-03-21,17.4,9.4,13.0,ROU,Europe
15472,Romania,2023-06-19,28.1,15.3,21.3,ROU,Europe
15473,Sweden,2022-09-20,12.6,6.1,9.6,SWE,Europe
15474,Sweden,2022-12-14,-5.6,-9.3,-7.3,SWE,Europe
15475,Netherlands Antilles,2023-09-09,28.7,28.3,28.5,,
15476,Netherlands Antilles,2022-12-11,26.8,26.1,26.4,,
15477,Switzerland,2023-08-30,18.2,5.2,11.4,CHE,Europe
15478,Switzerland,2023-01-23,-1.8,-8.6,-5.3,CHE,Europe
15479,Netherlands Antilles,2023-07-29,30.8,27.6,28.4,,
15480,Romania,2023-02-21,17.9,7.1,11.7,ROU,Europe
15481,Netherlands Antilles,2023-08-20,28.1,26.5,26.9,,
15482,Sweden,2023-01-30,4.0,0.8,2.4,SWE,Europe
15483,Netherlands Antilles,2023-09-08,29.3,28.5,28.9,,
15484,Switzerland,2023-02-28,7.3,-4.8,-0.6,CHE,Europe
15485,Netherlands Antilles,2023-01-26,26.4,25.7,26.1,,
15486,Romania,2023-01-02,15.0,5.4,9.2,ROU,Europe
15487,Switzerland,2023-06-10,22.2,14.2,17.2,CHE,Europe
15488,Sweden,2023-03-25,5.1,-1.8,2.8,SWE,Europe
15489,Sweden,2023-02-17,5.1,2.2,3.5,SWE,Europe
15490,Netherlands Antilles,2022-09-16,28.9,26.6,27.8,,
15491,Sweden,2022-09-14,14.5,10.1,12.0,SWE,Europe
15492,United Kingdom of Great Britain and Northern Ireland,2023-08-10,26.1,14.5,20.5,GBR,Europe
