,country,date,avg_max_temp,avg_min_temp,avg_temp,alpha-3,region
406,Ireland,2023-01-17,4.1,-0.4,1.2,IRL,Europe
407,Denmark,2022-11-30,5.5,3.6,4.6,DNK,Europe
408,"Moldova, Republic of",2023-05-21,22.5,14.4,18.5,MDA,Europe
409,Belgium,2023-03-09,12.7,1.3,8.0,BEL,Europe
410,Bosnia and Herzegovina,2023-06-26,22.5,14.0,17.9,BIH,Europe
411,North Macedonia,2022-10-22,18.9,8.6,13.5,MKD,Europe
412,Norway,2022-12-08,-9.9,-13.2,-11.3,NOR,Europe
413,Slovenia,2023-08-12,27.1,14.8,20.3,SVN,Europe
414,Austria,2023-08-23,32.6,22.3,26.8,AUT,Europe
415,Finland,2022-10-09,12.9,10.2,11.4,FIN,Europe
416,Finland,2023-09-08,19.5,13.4,16.3,FIN,Europe
417,Slovakia,2023-05-30,22.5,11.1,17.1,SVK,Europe
418,Portugal,2023-02-22,16.4,11.3,13.2,PRT,Europe
419,Andorra,2023-06-04,14.3,3.2,9.1,AND,Europe
420,Bulgaria,2023-09-08,25.0,13.1,18.5,BGR,Europe
421,Latvia,2022-12-14,-4.0,-7.6,-5.8,LVA,Europe
422,Austria,2023-03-27,9.1,3.6,7.2,AUT,Europe
423,Ireland,2022-11-27,11.0,7.7,9.3,IRL,Europe
424,Albania,2023-02-18,13.1,3.0,7.7,ALB,Europe
425,Finland,2023-06-05,18.2,8.0,13.7,FIN,Europe
426,Belgium,2023-06-08,25.0,12.0,19.2,BEL,Europe
427,Albania,2022-12-18,16.7,10.4,13.4,ALB,Europe
428,Monaco,2023-03-10,18.1,11.3,14.3,MCO,Europe
429,Spain,2022-12-09,10.0,8.3,9.3,ESP,Europe
430,Spain,2023-03-04,14.2,2.3,7.8,ESP,Europe
431,Belgium,2023-04-23,14.0,9.1,11.1,BEL,Europe
432,Hungary,2022-12-11,4.6,0.2,2.6,HUN,Europe
433,Belarus,2023-08-15,27.3,15.3,21.3,BLR,Europe
434,Italy,2023-04-11,17.6,5.3,11.3,ITA,Europe
435,Greece,2022-09-19,30.5,19.3,24.0,GRC,Europe
436,Slovenia,2022-11-06,9.9,3.8,6.9,SVN,Europe
437,Andorra,2023-02-02,4.9,-5.1,-1.1,AND,Europe
438,Netherlands,2023-02-23,8.0,2.8,6.6,NLD,Europe
439,Albania,2022-11-14,20.0,12.4,15.4,ALB,Europe
440,Poland,2023-09-10,30.1,17.7,23.5,POL,Europe
441,Belgium,2022-10-10,17.6,8.3,12.1,BEL,Europe
442,France,2022-10-08,19.4,10.6,14.2,FRA,Europe
443,Norway,2022-09-17,13.0,4.9,8.8,NOR,Europe
444,Italy,2023-06-14,25.2,18.0,20.8,ITA,Europe
445,Bosnia and Herzegovina,2023-03-07,8.9,0.2,4.0,BIH,Europe
446,Denmark,2023-05-26,16.5,8.7,12.4,DNK,Europe
447,Portugal,2023-03-07,18.3,11.5,14.6,PRT,Europe
448,Ireland,2023-01-25,8.9,4.1,7.2,IRL,Europe
449,Austria,2022-10-18,21.4,11.3,16.3,AUT,Europe
450,Norway,2022-11-05,8.3,3.9,6.4,NOR,Europe
451,Croatia,2023-05-25,23.6,14.2,18.3,HRV,Europe
452,Norway,2022-11-03,0.7,-1.6,-0.3,NOR,Europe
453,Slovenia,2023-02-21,11.0,2.4,6.3,SVN,Europe
454,Estonia,2023-07-29,21.3,12.3,16.8,EST,Europe
455,Austria,2022-12-24,11.2,8.8,10.4,AUT,Europe
456,Slovenia,2023-06-08,21.6,12.7,17.3,SVN,Europe
457,Greece,2022-12-22,12.6,5.4,8.5,GRC,Europe
458,"Moldova, Republic of",2023-01-19,16.6,8.5,11.9,MDA,Europe
459,Lithuania,2022-10-17,16.3,9.7,12.1,LTU,Europe
460,Romania,2023-01-21,11.4,1.7,7.0,ROU,Europe
461,Monaco,2022-11-06,19.1,13.4,15.6,MCO,Europe
462,Estonia,2023-04-18,7.6,2.0,4.8,EST,Europe
463,Latvia,2023-09-03,20.3,11.6,15.5,LVA,Europe
464,Austria,2023-04-29,20.6,10.4,14.5,AUT,Europe
465,Czechia,2023-08-05,18.1,15.0,16.5,CZE,Europe
466,Czechia,2023-04-17,12.6,5.3,8.8,CZE,Europe
467,Hungary,2023-08-10,24.1,15.5,19.6,HUN,Europe
468,Slovenia,2023-07-16,32.1,17.3,24.8,SVN,Europe
469,Croatia,2022-12-08,5.4,4.2,4.8,HRV,Europe
470,Germany,2023-04-12,13.8,1.7,8.1,DEU,Europe
471,Denmark,2023-05-28,18.5,7.8,13.0,DNK,Europe
472,Luxembourg,2022-11-02,14.3,7.9,10.2,LUX,Europe
473,Germany,2023-07-24,28.3,17.4,21.6,DEU,Europe
474,Slovenia,2023-03-20,16.9,3.9,9.8,SVN,Europe
475,Latvia,2022-09-23,13.0,8.2,10.7,LVA,Europe
476,Luxembourg,2022-10-12,16.0,4.3,9.6,LUX,Europe
477,Austria,2022-10-05,20.7,7.9,14.1,AUT,Europe
478,Latvia,2023-04-12,14.9,7.4,11.3,LVA,Europe
479,Portugal,2022-09-14,23.4,19.5,21.1,PRT,Europe
480,Norway,2023-02-08,-0.5,-8.2,-4.3,NOR,Europe
481,"Moldova, Republic of",2023-07-24,32.2,18.7,26.2,MDA,Europe
482,Croatia,2023-08-08,23.1,12.1,17.4,HRV,Europe
483,North Macedonia,2023-09-09,28.3,14.9,21.1,MKD,Europe
484,Hungary,2022-10-22,16.6,9.3,12.7,HUN,Europe
485,Finland,2023-01-01,3.4,1.5,2.1,FIN,Europe
486,Germany,2023-06-06,21.7,14.8,18.5,DEU,Europe
487,"Moldova, Republic of",2023-05-02,20.0,6.1,12.8,MDA,Europe
488,Kosovo,2023-02-01,4.8,-3.3,0.1,,
489,Lithuania,2023-05-31,20.2,6.1,13.0,LTU,Europe
490,Austria,2023-02-05,2.1,-2.2,-0.1,AUT,Europe
491,Finland,2023-07-28,17.3,15.7,16.5,FIN,Europe
492,Ireland,2022-09-21,18.9,12.3,15.1,IRL,Europe
493,Austria,2023-07-19,32.1,20.3,25.5,AUT,Europe
494,Kosovo,2023-09-08,28.0,13.5,20.1,,
495,Denmark,2023-05-09,15.1,8.8,11.5,DNK,Europe
496,Germany,2022-12-28,6.5,2.0,4.5,DEU,Europe
497,Finland,2022-12-16,-0.9,-2.6,-1.6,FIN,Europe
498,Albania,2023-05-22,24.1,13.0,18.1,ALB,Europe
499,Albania,2023-03-02,15.4,7.3,10.9,ALB,Europe
500,Denmark,2023-06-17,22.6,13.8,17.5,DNK,Europe
501,Croatia,2022-10-01,20.7,12.8,16.1,HRV,Europe
502,Finland,2023-06-13,23.2,9.7,17.0,FIN,Europe
503,Bosnia and Herzegovina,2023-04-29,15.2,7.0,11.0,BIH,Europe
504,Latvia,2022-09-25,13.8,8.8,11.1,LVA,Europe
505,Poland,2023-02-14,7.6,0.5,3.7,POL,Europe
506,Bulgaria,2022-11-20,15.9,8.7,11.4,BGR,Europe
507,Norway,2022-10-08,11.4,3.2,7.1,NOR,Europe
508,Netherlands,2022-10-10,16.0,8.6,11.3,NLD,Europe
509,Latvia,2022-12-08,0.5,-4.0,-1.2,LVA,Europe
510,Italy,2023-03-27,17.6,9.7,13.1,ITA,Europe
511,Austria,2023-03-08,10.7,4.7,7.6,AUT,Europe
512,Croatia,2023-06-21,34.5,18.2,26.2,HRV,Europe
513,France,2022-12-20,12.0,9.7,10.6,FRA,Europe
514,Norway,2022-09-26,9.4,5.6,7.6,NOR,Europe
515,Romania,2022-11-10,17.7,6.8,11.6,ROU,Europe
516,Italy,2023-08-20,35.5,23.6,29.2,ITA,Europe
517,Portugal,2022-10-17,24.0,16.9,19.7,PRT,Europe
518,Ireland,2023-07-18,15.6,12.0,13.8,IRL,Europe
519,Portugal,2022-11-27,18.6,10.7,14.4,PRT,Europe
520,Lithuania,2023-03-19,9.5,1.2,4.6,LTU,Europe
521,Albania,2023-06-30,29.3,18.0,23.4,ALB,Europe
522,Greece,2022-12-16,21.5,13.9,16.3,GRC,Europe
523,Belarus,2022-11-15,5.1,0.1,2.4,BLR,Europe
524,Denmark,2022-11-07,12.8,9.4,10.9,DNK,Europe
525,Estonia,2023-02-21,-2.8,-6.3,-4.5,EST,Europe
526,Kosovo,2023-07-11,30.0,16.8,23.6,,
527,Ireland,2023-05-13,16.0,9.1,12.5,IRL,Europe
528,Belarus,2023-09-09,20.7,10.6,15.6,BLR,Europe
529,Ireland,2023-04-18,13.4,8.8,10.6,IRL,Europe
530,Hungary,2023-04-28,17.4,6.3,11.9,HUN,Europe
531,Netherlands,2023-04-04,8.3,0.2,4.5,NLD,Europe
532,Monaco,2023-03-08,13.9,10.7,12.4,MCO,Europe
533,Czechia,2022-10-16,21.2,11.9,15.8,CZE,Europe
534,Kosovo,2023-09-01,29.0,12.5,20.6,,
535,Albania,2022-12-14,12.9,8.3,10.9,ALB,Europe
536,Czechia,2023-02-02,4.5,1.2,2.8,CZE,Europe
537,Montenegro,2023-01-06,14.2,4.5,8.5,MNE,Europe
538,Romania,2023-02-19,15.8,9.0,11.8,ROU,Europe
539,Lithuania,2023-04-13,10.5,7.7,9.3,LTU,Europe
540,Portugal,2023-05-23,25.9,14.7,19.9,PRT,Europe
541,Slovakia,2022-10-10,18.1,8.3,12.8,SVK,Europe
542,Finland,2022-10-28,10.8,9.1,10.1,FIN,Europe
543,Slovenia,2022-11-05,11.2,4.3,8.0,SVN,Europe
544,Bosnia and Herzegovina,2022-10-21,19.7,4.5,11.3,BIH,Europe
545,Finland,2023-03-17,1.7,0.0,0.8,FIN,Europe
546,"Moldova, Republic of",2023-07-13,32.7,19.4,26.2,MDA,Europe
547,Latvia,2023-08-03,21.9,15.1,18.1,LVA,Europe
548,Latvia,2023-03-01,4.1,1.2,2.2,LVA,Europe
549,Italy,2023-04-07,16.7,4.4,10.2,ITA,Europe
550,Italy,2023-03-01,10.0,6.6,7.8,ITA,Europe
551,Austria,2022-12-18,-1.2,-5.7,-3.7,AUT,Europe
552,North Macedonia,2022-10-28,19.6,10.3,14.2,MKD,Europe
553,Monaco,2023-03-19,14.2,12.3,13.3,MCO,Europe
554,Austria,2023-07-06,26.2,16.0,20.9,AUT,Europe
555,France,2022-12-11,2.9,-1.7,0.3,FRA,Europe
556,Poland,2022-12-24,4.0,3.0,3.3,POL,Europe
557,Ireland,2022-12-31,9.2,6.4,8.0,IRL,Europe
558,Andorra,2023-03-13,15.6,1.9,6.7,AND,Europe
559,France,2023-05-09,14.6,11.5,12.7,FRA,Europe
560,Belarus,2023-02-18,3.2,0.5,1.5,BLR,Europe
561,Czechia,2022-09-25,18.6,9.4,13.4,CZE,Europe
562,Latvia,2022-12-10,-7.1,-10.1,-8.7,LVA,Europe
563,Bulgaria,2022-10-29,19.0,5.6,11.8,BGR,Europe
564,Monaco,2023-09-11,25.2,23.2,24.2,MCO,Europe
565,Belarus,2023-06-04,16.3,5.2,11.7,BLR,Europe
566,Andorra,2023-04-19,13.4,0.3,6.6,AND,Europe
567,Lithuania,2023-01-04,2.4,0.5,1.4,LTU,Europe
568,France,2023-04-28,18.3,12.2,15.0,FRA,Europe
569,Norway,2023-03-07,-4.1,-10.8,-7.3,NOR,Europe
570,Latvia,2023-09-05,22.8,13.3,17.4,LVA,Europe
571,Latvia,2022-12-16,-2.5,-8.9,-6.1,LVA,Europe
572,Lithuania,2022-11-10,10.2,6.6,8.3,LTU,Europe
573,Germany,2023-01-11,7.9,3.9,6.1,DEU,Europe
574,Poland,2023-01-30,1.8,0.2,1.0,POL,Europe
575,Bulgaria,2023-08-16,26.8,15.9,21.3,BGR,Europe
576,Slovakia,2023-02-23,10.1,6.4,7.8,SVK,Europe
577,Norway,2023-08-04,16.7,11.8,14.2,NOR,Europe
578,Latvia,2023-03-23,8.4,5.8,7.3,LVA,Europe
579,Andorra,2023-04-23,12.4,2.0,6.3,AND,Europe
580,Spain,2023-07-06,34.5,21.2,27.8,ESP,Europe
581,Monaco,2023-05-10,18.5,15.9,17.2,MCO,Europe
582,North Macedonia,2022-12-07,9.9,5.1,7.4,MKD,Europe
583,Monaco,2023-03-15,15.6,11.2,13.1,MCO,Europe
584,Montenegro,2022-11-02,21.4,13.4,17.1,MNE,Europe
585,Montenegro,2023-01-22,9.7,4.9,7.1,MNE,Europe
586,Bulgaria,2022-12-20,3.9,-3.3,-0.8,BGR,Europe
587,Bulgaria,2022-11-10,16.5,4.4,9.5,BGR,Europe
588,Spain,2023-04-13,18.4,7.2,12.2,ESP,Europe
589,Germany,2022-11-05,11.2,6.2,8.9,DEU,Europe
590,France,2023-05-19,18.2,7.6,13.1,FRA,Europe
591,Finland,2023-01-25,3.1,1.2,2.4,FIN,Europe
592,Luxembourg,2023-06-22,29.3,16.3,21.1,LUX,Europe
593,Andorra,2023-05-27,17.3,4.1,10.9,AND,Europe
594,Romania,2023-09-03,32.7,20.4,26.6,ROU,Europe
595,Ireland,2023-08-07,16.7,9.7,13.8,IRL,Europe
596,Bulgaria,2023-07-20,31.5,19.6,25.7,BGR,Europe
597,Luxembourg,2023-03-17,14.3,3.8,8.4,LUX,Europe
598,Germany,2022-12-30,7.9,6.1,7.1,DEU,Europe
599,Finland,2023-04-13,6.6,3.4,4.8,FIN,Europe
600,Finland,2023-06-17,16.5,12.7,14.9,FIN,Europe
601,Denmark,2023-04-01,8.3,-0.3,3.5,DNK,Europe
602,Spain,2022-12-17,10.9,6.7,8.4,ESP,Europe
603,Lithuania,2023-06-24,23.5,15.2,19.0,LTU,Europe
604,Finland,2023-06-17,22.4,14.3,19.0,FIN,Europe
605,Serbia,2023-03-02,7.7,5.2,6.6,SRB,Europe
606,Netherlands,2023-01-29,7.1,3.1,5.4,NLD,Europe
607,Bosnia and Herzegovina,2023-03-12,7.8,-2.9,1.9,BIH,Europe
608,Finland,2022-12-04,1.3,0.4,0.9,FIN,Europe
609,"Moldova, Republic of",2023-09-05,27.9,16.3,22.1,MDA,Europe
610,North Macedonia,2023-09-02,31.2,16.4,23.8,MKD,Europe
611,Belgium,2023-01-22,2.5,-1.6,0.0,BEL,Europe
612,Austria,2023-07-29,30.2,18.0,23.6,AUT,Europe
613,Norway,2022-09-16,-0.5,-2.4,-1.3,NOR,Europe
614,Ireland,2022-12-11,5.1,0.9,2.6,IRL,Europe
615,Luxembourg,2023-08-08,17.7,8.6,13.1,LUX,Europe
616,Norway,2023-05-11,13.8,4.4,8.8,NOR,Europe
617,Spain,2023-04-07,24.8,9.0,16.3,ESP,Europe
618,France,2023-04-29,16.9,9.0,13.2,FRA,Europe
619,Denmark,2022-11-20,2.2,-1.0,0.2,DNK,Europe
620,Germany,2023-07-17,28.0,17.7,22.9,DEU,Europe
621,Kosovo,2022-12-28,8.2,2.3,4.8,,
622,Czechia,2023-07-13,27.0,17.5,22.1,CZE,Europe
623,Latvia,2023-03-29,3.5,-0.9,0.4,LVA,Europe
624,Finland,2023-05-23,11.8,9.1,10.3,FIN,Europe
625,Serbia,2023-08-13,28.6,17.0,22.8,SRB,Europe
626,Netherlands,2022-09-16,15.7,11.5,13.3,NLD,Europe
627,Greece,2023-03-13,15.7,7.3,10.4,GRC,Europe
628,Slovakia,2023-01-05,11.8,7.3,10.1,SVK,Europe
629,Croatia,2022-12-02,3.5,2.2,3.0,HRV,Europe
630,Spain,2023-07-20,36.1,22.8,29.7,ESP,Europe
631,Kosovo,2022-11-14,15.5,5.3,9.4,,
632,Hungary,2023-04-10,14.7,2.6,8.8,HUN,Europe
633,Estonia,2022-11-10,10.5,8.8,9.8,EST,Europe
634,Slovenia,2023-04-25,10.7,5.7,8.3,SVN,Europe
635,Norway,2022-11-18,0.5,-0.6,-0.1,NOR,Europe
636,Kosovo,2022-10-31,20.5,9.9,14.2,,
637,Andorra,2023-06-29,20.1,10.2,14.3,AND,Europe
638,Portugal,2023-08-19,29.0,19.8,23.6,PRT,Europe
639,France,2022-11-13,15.4,8.8,11.1,FRA,Europe
640,Lithuania,2022-12-13,-1.5,-6.7,-4.0,LTU,Europe
641,Slovenia,2023-02-23,10.0,3.6,6.7,SVN,Europe
642,Norway,2022-10-07,2.5,1.7,2.2,NOR,Europe
643,Slovenia,2022-11-23,6.2,0.7,2.9,SVN,Europe
644,Latvia,2023-06-29,23.6,15.6,19.4,LVA,Europe
645,Portugal,2022-12-24,18.0,13.5,15.6,PRT,Europe
646,Belgium,2023-08-08,19.0,10.6,15.1,BEL,Europe
647,France,2023-07-12,25.6,16.5,21.0,FRA,Europe
648,Andorra,2023-05-22,11.1,3.2,6.9,AND,Europe
649,Spain,2023-03-07,15.5,6.5,10.2,ESP,Europe
650,Albania,2022-12-26,14.4,6.2,9.6,ALB,Europe
651,Serbia,2023-02-02,9.2,1.7,4.5,SRB,Europe
652,France,2022-10-02,21.9,13.1,17.1,FRA,Europe
653,Croatia,2023-03-31,16.3,10.1,12.6,HRV,Europe
654,Germany,2023-03-17,12.7,2.5,7.1,DEU,Europe
655,Spain,2023-05-01,27.9,12.5,19.7,ESP,Europe
656,Spain,2023-02-26,11.2,-0.4,4.7,ESP,Europe
657,Spain,2023-08-13,36.2,23.4,30.2,ESP,Europe
658,Belarus,2022-12-11,-1.4,-3.4,-2.9,BLR,Europe
659,Monaco,2022-10-27,21.7,17.8,19.9,MCO,Europe
660,France,2022-12-07,6.2,1.1,3.4,FRA,Europe
661,Norway,2022-12-06,-16.2,-18.5,-17.8,NOR,Europe
662,Montenegro,2023-06-30,27.8,18.3,22.8,MNE,Europe
663,Belgium,2023-01-25,3.5,-2.1,0.4,BEL,Europe
664,Croatia,2023-03-24,20.2,9.3,14.5,HRV,Europe
665,Belgium,2023-02-19,10.1,6.0,8.7,BEL,Europe
666,Austria,2023-01-09,7.9,3.1,6.0,AUT,Europe
667,"Moldova, Republic of",2023-02-04,1.6,-2.6,-1.0,MDA,Europe
668,Belarus,2023-05-11,15.9,4.4,11.0,BLR,Europe
669,Lithuania,2023-01-02,8.4,5.8,7.1,LTU,Europe
670,Latvia,2022-09-28,14.1,9.4,11.8,LVA,Europe
671,Montenegro,2023-03-11,11.6,8.4,10.3,MNE,Europe
672,Germany,2022-09-29,13.6,4.7,9.3,DEU,Europe
673,Bosnia and Herzegovina,2022-10-12,16.7,10.2,12.4,BIH,Europe
674,Finland,2022-12-25,3.6,-0.4,1.0,FIN,Europe
675,Kosovo,2023-01-23,7.8,1.6,4.4,,
676,Austria,2023-03-25,15.1,9.4,11.8,AUT,Europe
677,Estonia,2023-07-03,16.3,12.7,14.2,EST,Europe
678,Croatia,2023-01-30,4.4,-1.6,0.8,HRV,Europe
679,Bosnia and Herzegovina,2023-08-12,23.9,11.7,17.7,BIH,Europe
680,"Moldova, Republic of",2022-09-27,22.4,15.1,17.9,MDA,Europe
681,Luxembourg,2023-01-16,2.8,1.1,2.0,LUX,Europe
682,Monaco,2023-04-14,15.5,9.3,12.7,MCO,Europe
683,Serbia,2023-04-29,17.9,9.0,13.1,SRB,Europe
684,Lithuania,2023-05-27,17.3,7.3,12.0,LTU,Europe
685,Lithuania,2023-01-29,-0.2,-5.5,-2.5,LTU,Europe
686,Latvia,2023-08-04,22.1,15.9,18.9,LVA,Europe
687,Estonia,2023-03-31,1.0,-0.7,0.2,EST,Europe
688,Serbia,2022-11-29,7.5,2.2,4.7,SRB,Europe
689,Belgium,2023-08-03,20.6,13.9,16.5,BEL,Europe
690,Slovenia,2023-03-02,2.3,0.1,1.0,SVN,Europe
691,Netherlands,2023-05-06,19.1,9.4,14.4,NLD,Europe
692,North Macedonia,2022-10-25,24.6,12.1,17.7,MKD,Europe
693,Norway,2023-01-04,-1.6,-4.7,-3.0,NOR,Europe
694,Norway,2022-09-30,9.3,4.5,6.8,NOR,Europe
695,Andorra,2022-09-26,9.8,1.4,5.0,AND,Europe
696,North Macedonia,2023-07-06,28.7,17.1,23.4,MKD,Europe
697,Slovenia,2022-10-22,18.4,10.6,14.6,SVN,Europe
698,Latvia,2023-01-15,4.9,2.8,3.9,LVA,Europe
699,Bulgaria,2023-06-25,22.0,16.1,18.8,BGR,Europe
700,Albania,2023-08-08,29.0,17.8,22.8,ALB,Europe
701,Norway,2023-07-23,17.7,9.2,13.7,NOR,Europe
702,Italy,2023-09-10,32.1,22.1,26.5,ITA,Europe
703,Denmark,2023-05-21,20.9,9.3,15.3,DNK,Europe
704,Bosnia and Herzegovina,2023-06-28,15.9,11.4,13.6,BIH,Europe
705,Albania,2022-12-25,13.8,5.9,9.4,ALB,Europe
706,Ireland,2022-10-25,15.5,11.3,13.4,IRL,Europe
707,Latvia,2022-12-23,3.6,0.8,2.5,LVA,Europe
708,North Macedonia,2023-02-03,6.5,0.7,3.6,MKD,Europe
709,Germany,2022-09-18,13.3,8.0,10.4,DEU,Europe
710,Poland,2022-09-26,17.4,8.3,12.6,POL,Europe
711,Finland,2023-06-30,24.4,15.8,20.2,FIN,Europe
712,Belarus,2023-08-17,29.8,18.7,24.2,BLR,Europe
713,Norway,2023-01-16,-12.4,-14.6,-14.0,NOR,Europe
714,Monaco,2023-05-31,23.1,18.3,20.8,MCO,Europe
715,Andorra,2022-12-09,3.9,-0.5,1.1,AND,Europe
716,Slovenia,2022-09-20,16.4,8.2,11.5,SVN,Europe
717,Latvia,2023-05-29,16.8,7.9,13.2,LVA,Europe
718,Denmark,2023-03-31,6.8,3.6,5.1,DNK,Europe
719,Slovakia,2023-02-15,7.9,-1.2,2.3,SVK,Europe
720,Kosovo,2023-09-05,23.5,12.3,17.2,,
721,Belgium,2023-09-05,29.5,16.0,22.2,BEL,Europe
722,Ireland,2023-04-17,14.0,8.7,10.8,IRL,Europe
723,Greece,2023-08-30,33.2,21.1,26.7,GRC,Europe
724,Poland,2023-08-29,32.1,16.6,23.8,POL,Europe
725,Slovakia,2022-11-24,8.1,2.4,5.0,SVK,Europe
726,Slovakia,2023-02-08,3.5,-4.9,-1.6,SVK,Europe
727,Denmark,2023-03-14,8.2,2.9,6.6,DNK,Europe
728,North Macedonia,2022-11-07,16.4,8.2,12.1,MKD,Europe
729,Poland,2023-04-26,11.6,4.3,7.9,POL,Europe
730,Poland,2023-05-30,22.0,12.7,16.7,POL,Europe
731,France,2023-06-11,24.3,18.2,21.0,FRA,Europe
732,Bulgaria,2023-02-21,15.9,0.3,7.1,BGR,Europe
733,Serbia,2023-04-18,13.0,9.4,11.0,SRB,Europe
734,Belgium,2023-09-12,24.7,16.7,20.0,BEL,Europe
735,Czechia,2022-12-10,0.4,-1.6,-0.7,CZE,Europe
736,Andorra,2023-07-16,22.2,11.6,16.7,AND,Europe
737,Andorra,2023-06-24,24.7,7.6,16.6,AND,Europe
738,Slovakia,2022-12-05,6.7,4.3,5.5,SVK,Europe
739,Ireland,2023-02-18,11.6,9.4,10.8,IRL,Europe
740,Monaco,2023-09-08,25.8,22.8,24.7,MCO,Europe
741,Finland,2023-07-03,17.4,12.6,15.0,FIN,Europe
742,Montenegro,2023-02-14,12.1,0.7,5.3,MNE,Europe
743,Slovenia,2023-07-17,32.8,17.8,25.5,SVN,Europe
744,Norway,2023-03-05,-13.9,-24.4,-21.3,NOR,Europe
745,Bulgaria,2023-03-08,13.4,1.9,7.3,BGR,Europe
746,Italy,2023-04-30,18.3,13.3,15.3,ITA,Europe
747,Bulgaria,2023-07-01,27.8,14.9,21.7,BGR,Europe
748,Greece,2023-06-24,35.8,21.2,27.9,GRC,Europe
749,"Moldova, Republic of",2023-01-13,3.4,-2.1,0.0,MDA,Europe
750,Slovakia,2023-07-16,33.0,21.4,26.5,SVK,Europe
751,France,2023-03-08,15.1,5.1,10.5,FRA,Europe
752,North Macedonia,2023-01-29,4.5,-0.8,1.4,MKD,Europe
753,Spain,2023-02-22,15.9,6.2,10.8,ESP,Europe
754,Hungary,2023-08-03,28.7,19.4,23.9,HUN,Europe
755,Albania,2022-11-07,19.5,11.7,14.9,ALB,Europe
756,Norway,2023-07-20,17.9,8.6,13.2,NOR,Europe
757,Serbia,2023-08-14,31.5,18.5,25.1,SRB,Europe
758,Luxembourg,2023-07-17,23.3,14.3,18.7,LUX,Europe
759,North Macedonia,2022-10-08,22.1,8.8,15.6,MKD,Europe
760,Croatia,2023-04-06,11.7,0.6,5.9,HRV,Europe
761,Netherlands,2022-10-29,20.2,12.7,16.3,NLD,Europe
762,Montenegro,2023-09-12,28.9,17.5,22.4,MNE,Europe
763,"Moldova, Republic of",2022-10-02,21.1,13.1,17.5,MDA,Europe
764,Andorra,2023-06-27,21.4,9.8,15.2,AND,Europe
765,Montenegro,2023-07-30,31.6,22.9,26.8,MNE,Europe
766,Croatia,2023-07-16,34.6,19.5,27.1,HRV,Europe
767,Lithuania,2023-07-01,22.2,13.8,17.4,LTU,Europe
768,Norway,2023-02-26,-1.3,-9.4,-5.6,NOR,Europe
769,Italy,2023-06-03,27.0,16.1,21.2,ITA,Europe
770,Hungary,2022-10-08,20.5,10.4,15.2,HUN,Europe
771,Croatia,2023-02-10,5.6,-2.4,0.7,HRV,Europe
772,Bosnia and Herzegovina,2022-09-21,11.3,3.2,7.2,BIH,Europe
773,Finland,2023-03-29,-0.6,-6.3,-3.6,FIN,Europe
774,Slovakia,2023-01-21,1.9,-2.1,0.1,SVK,Europe
775,Slovakia,2023-02-19,13.0,4.8,9.8,SVK,Europe
776,Poland,2023-03-02,6.2,0.4,3.5,POL,Europe
777,Italy,2022-11-23,13.3,6.2,9.4,ITA,Europe
778,Spain,2023-06-20,27.4,18.7,23.5,ESP,Europe
779,Bosnia and Herzegovina,2022-12-13,0.4,-4.7,-2.2,BIH,Europe
780,Romania,2023-04-24,19.1,7.5,13.7,ROU,Europe
781,Portugal,2022-10-21,19.0,16.1,17.5,PRT,Europe
782,Czechia,2023-02-20,12.1,3.2,7.8,CZE,Europe
783,Hungary,2023-03-23,18.8,8.7,13.3,HUN,Europe
784,Netherlands,2022-12-13,0.3,-3.9,-1.6,NLD,Europe
785,Romania,2023-05-27,25.0,15.2,19.8,ROU,Europe
786,Luxembourg,2022-12-07,2.4,-1.5,0.9,LUX,Europe
787,Norway,2023-01-23,0.4,-8.7,-4.5,NOR,Europe
788,"Moldova, Republic of",2022-09-25,20.1,7.2,13.3,MDA,Europe
789,Montenegro,2023-01-01,15.4,5.3,9.8,MNE,Europe
790,Slovenia,2023-07-05,25.8,15.2,20.5,SVN,Europe
791,Greece,2023-04-16,19.6,12.9,16.2,GRC,Europe
792,Kosovo,2022-10-07,20.2,7.8,13.2,,
793,Slovakia,2023-07-29,28.4,17.4,22.7,SVK,Europe
794,Netherlands,2022-12-23,11.0,8.9,9.8,NLD,Europe
795,"Moldova, Republic of",2023-08-31,33.6,18.6,24.6,MDA,Europe
796,Latvia,2022-12-02,-3.2,-7.2,-5.1,LVA,Europe
797,Slovakia,2022-09-24,18.2,6.4,12.0,SVK,Europe
798,Belgium,2023-09-01,20.7,14.6,16.9,BEL,Europe
799,Bosnia and Herzegovina,2023-02-07,-4.2,-11.6,-8.3,BIH,Europe
800,Spain,2022-09-15,23.6,15.8,19.2,ESP,Europe
801,Belarus,2022-11-27,-1.6,-3.0,-2.2,BLR,Europe
802,Finland,2022-12-17,2.5,-0.7,0.6,FIN,Europe
803,Luxembourg,2023-08-30,18.5,10.1,14.3,LUX,Europe
804,Romania,2022-11-01,22.5,12.0,16.2,ROU,Europe
805,Romania,2022-11-12,14.8,6.5,10.2,ROU,Europe
806,Finland,2023-01-23,-0.3,-5.4,-2.7,FIN,Europe
807,Greece,2022-11-06,17.9,15.1,16.3,GRC,Europe
808,Kosovo,2023-02-10,3.1,-6.2,-2.9,,
809,Ireland,2022-10-31,14.6,11.0,12.7,IRL,Europe
810,Romania,2023-02-04,4.9,0.9,2.2,ROU,Europe
811,Finland,2023-04-08,2.9,2.1,2.5,FIN,Europe
